,Ingredient,Freq,Freq_Cucchiaio,Freq_GZ,Freq_RR
4819,poco sale,1,0,0,1
4824,poco zucchero,1,0,0,1
2023,polenta,21,16,1,4
3583,polenta bianca,1,1,0,0
2002,polenta istantanea,2,1,1,0
1888,polenta precotta,2,2,0,0
2183,polipetti,4,4,0,0
773,pollastrelli,1,1,0,0
3817,polline,1,1,0,0
462,pollo,92,48,34,10
2027,pollo cotto,2,2,0,0
3518,pollo disossato,1,1,0,0
575,pollo macinato,5,1,0,4
4579,polpa di granchio,8,0,2,6
4243,polpa di pomodoro,49,0,30,19
4532,polpetti,2,0,1,1
2525,polpi,5,3,0,2
77,polpo,40,9,30,1
2290,polpo di scoglio,1,1,0,0
3193,polpo verace,1,1,0,0
2992,polvere di capperi,1,1,0,0
763,polvere di cocco,2,2,0,0
4215,polvere di mandorle,1,1,0,0
3041,polvere lievitante,1,1,0,0
2409,polvere matcha,1,1,0,0
4778,pomdorini,1,0,0,1
2662,pomidorini,1,1,0,0
696,pomidoro,13,13,0,0
4148,pomidoro camone,1,1,0,0
1620,pomidoro ciliegia,1,1,0,0
1827,pomidoro ciliegini,2,2,0,0
1829,pomidoro ciliegini confit,1,1,0,0
3838,pomidoro crudo rosso,1,1,0,0
3444,pomidoro cuor di bue,1,1,0,0
3190,pomidoro datterini,6,6,0,0
1621,pomidoro datterini pelati,2,2,0,0
4030,pomidoro datterino,1,1,0,0
4115,pomidoro oblungo,1,1,0,0
1892,pomidoro pachino,4,4,0,0
2609,pomidoro sammarzano,4,4,0,0
1622,pomidoro secchi,2,2,0,0
1828,pomidoro secchi sott'olio,1,1,0,0
3555,pomidoro sotto sale,1,1,0,0
1600,pomidoro tondi,2,2,0,0
2938,pomidoro verdi,1,1,0,0
3673,pomodoretti datterini,1,1,0,0
45,pomodori,347,239,30,78
2680,pomodori camoni,1,1,0,0
1122,pomodori carnosi,1,1,0,0
3781,pomodori ciliegia,1,1,0,0
1022,pomodori ciliegini,21,21,0,0
2012,pomodori ciliegini gialli,1,1,0,0
1045,pomodori ciliegino,9,9,0,0
1380,pomodori cuore di bue,13,3,10,0
2569,pomodori cuori di bue,1,1,0,0
1046,pomodori da conserva,1,1,0,0
3528,pomodori da sugo,1,1,0,0
925,pomodori datterini,19,19,0,0
2465,pomodori datterini gialli,1,1,0,0
4351,pomodori datterini pelati,6,0,6,0
2256,pomodori datterino,3,3,0,0
2171,pomodori del piennolo,1,1,0,0
879,pomodori di bue,2,2,0,0
2728,pomodori di pachino,20,3,17,0
3316,pomodori gialli,1,1,0,0
2497,pomodori grappolo,1,1,0,0
4707,pomodori insalatari,1,0,1,0
4680,pomodori marinda,1,0,1,0
2258,pomodori merida,1,1,0,0
2477,pomodori misti,1,1,0,0
3165,pomodori pachino,1,1,0,0
88,pomodori pelati,162,58,68,36
2251,pomodori pelati mutti,1,1,0,0
323,pomodori perini,52,46,5,1
988,pomodori perini san marzano,1,1,0,0
1816,pomodori piccadilly,17,4,13,0
4163,pomodori piennolo,1,1,0,0
4373,pomodori pizzutelli,5,0,5,0
668,pomodori pizzutello,2,2,0,0
4246,pomodori ramati,123,0,123,0
109,pomodori rossi,32,32,0,0
1863,pomodori rossi secchi,1,1,0,0
1857,pomodori rossi tondi,3,3,0,0
466,pomodori san marzano,24,14,10,0
712,pomodori sardi,8,2,6,0
774,pomodori secchi,33,18,12,3
922,pomodori secchi sott'olio,72,18,54,0
4687,pomodori secchi sottolio,1,0,1,0
4101,pomodori tipo fiaschetta,1,1,0,0
1850,pomodori tondi,6,6,0,0
1370,pomodori tondi a grappolo,1,1,0,0
2152,pomodori tondi rossi,2,2,0,0
965,pomodori toscani,1,1,0,0
2506,pomodori varietà pizzutello,1,1,0,0
1453,pomodori verdi,7,5,2,0
4062,pomodori vesuviani,1,1,0,0
271,pomodorini,107,79,17,11
1736,pomodorini cherry,1,1,0,0
196,pomodorini ciliegia,39,39,0,0
1017,pomodorini ciliegini,3,3,0,0
1078,pomodorini ciliegino,213,2,211,0
1908,pomodorini confit,4,4,0,0
855,pomodorini datterini,84,14,70,0
3837,pomodorini datterini pelati,1,1,0,0
2817,pomodorini del piennolo,2,2,0,0
2340,pomodorini del vesuvio,1,1,0,0
1770,pomodorini di pachino,4,4,0,0
1134,pomodorini gialli,16,4,12,0
690,pomodorini oblunghi,4,4,0,0
1385,pomodorini pachino,6,6,0,0
2348,pomodorini pelati,1,1,0,0
3928,pomodorini pendolini,1,1,0,0
4119,pomodorini penduli,1,1,0,0
2573,pomodorini perini,1,1,0,0
3010,pomodorini piennolo,2,2,0,0
3742,pomodorini pizzutelli,1,1,0,0
1533,pomodorini rossi,4,4,0,0
2383,pomodorini rossi di pachino,1,1,0,0
3515,pomodorini sardi,1,1,0,0
750,pomodorini secchi,6,6,0,0
686,pomodorini secchi sott'olio,6,6,0,0
4415,pomodorini secchi sottolio,8,0,8,0
2872,pomodorini secchi sottʼolio,1,1,0,0
2792,pomodorini semi secchi,1,1,0,0
669,pomodorini semisecchi sott'olio,3,3,0,0
3172,pomodorini sott'olio,1,1,0,0
2501,pomodorini tondi,2,2,0,0
4394,pomodorini verdi,2,0,2,0
732,pomodorino,3,3,0,0
218,pomodoro,116,110,0,6
4919,pomodoro concentrato,1,0,0,1
678,pomodoro cuore di bue,1,1,0,0
1210,pomodoro datterino,1,1,0,0
2370,pomodoro datterino pelato,1,1,0,0
3216,pomodoro essiccato,1,1,0,0
2166,pomodoro pachino,2,2,0,0
552,pomodoro pelato,1,1,0,0
2842,pomodoro perino,1,1,0,0
3523,pomodoro san marzano,2,2,0,0
2105,pomodoro secco,1,1,0,0
673,pomodoro secco sott'olio,3,3,0,0
2013,pomodoro tondo,2,2,0,0
1717,pomodoro verde,2,2,0,0
3382,pompelmi,5,4,1,0
3363,pompelmi gialli,1,1,0,0
207,pompelmi rosa,11,7,4,0
3281,pompelmi rossi,1,1,0,0
347,pompelmo,12,12,0,0
3319,pompelmo giallo,1,1,0,0
1154,pompelmo rosa,10,10,0,0
1310,pompia,1,1,0,0
3166,poolish,1,1,0,0
3205,pop corn,1,1,0,0
2280,popone retato,3,3,0,0
3475,popone retato mantovano,1,1,0,0
56,porchetta,3,2,1,0
579,porcini,16,15,0,1
304,porcini secchi,3,3,0,0
1807,porcini sott'olio,1,1,0,0
2526,porcino,3,3,0,0
355,porri,195,46,147,2
273,porro,103,91,0,12
1569,porto,18,14,4,0
2076,porto bianco,2,2,0,0
1889,porto dolce,1,1,0,0
538,porto rosso,2,2,0,0
2048,porto ruby,1,1,0,0
3453,porto secco,1,1,0,0
3302,pralinato di nocciole,1,1,0,0
2761,praline al cioccolato,1,1,0,0
2423,preboggion,2,2,0,0
4481,preparato,3,0,3,0
2424,prescinseua,2,1,0,1
80,prezzemolo,1668,875,560,233
597,primo sale,3,3,0,0
4309,primosale,12,0,11,1
4812,prociutto,1,0,0,1
980,prosciutto,17,8,4,5
1095,prosciutto affumicato,2,2,0,0
100,prosciutto cotto,303,163,125,15
1079,prosciutto cotto affumicato,2,2,0,0
4441,prosciutto cotto alle erbe,2,0,2,0
2156,prosciutto cotto di praga,3,1,2,0
1289,prosciutto cotto magro,6,6,0,0
242,prosciutto crudo,163,91,52,20
183,prosciutto crudo di parma,2,2,0,0
1985,prosciutto crudo dolce,6,5,0,1
3503,prosciutto crudo magro,1,1,0,0
1567,prosciutto crudo stagionato,1,1,0,0
1050,prosciutto crudo toscano,1,1,0,0
986,prosciutto di maiale,1,1,0,0
1001,prosciutto di parma,5,4,0,1
3274,prosciutto di parma dolce,1,1,0,0
935,prosciutto di praga,7,6,0,1
3467,prosciutto dolce,1,1,0,0
3542,prosciutto san daniele,2,1,0,1
1838,prosecco,10,4,6,0
3440,prosecco brut,1,1,0,0
1941,provatura,2,2,0,0
180,provola,55,19,34,2
130,provola affumicata,31,17,14,0
4028,provola di bufala,1,1,0,0
3687,provola dolce,1,1,0,0
3751,provola fresca affumicata,1,1,0,0
2334,provola silana,3,3,0,0
3569,provolina,1,1,0,0
706,provolone,20,8,12,0
1713,provolone del monaco,1,1,0,0
1595,provolone dolce,6,6,0,0
1564,provolone piccante,8,5,3,0
3323,provolone stagionato,1,1,0,0
1738,prugna,1,1,0,0
890,prugne,24,16,8,0
2572,prugne d'agen,2,2,0,0
4461,prugne disidratate,3,0,3,0
1883,prugne gialle,1,1,0,0
4204,prugne nere,1,1,0,0
1882,prugne regina claudia,1,1,0,0
1034,prugne rosse,3,3,0,0
357,prugne secche,24,20,4,0
1491,prugne secche snocciolate,5,5,0,0
3007,prugne selvatiche,1,1,0,0
2291,prugne snocciolate,2,2,0,0
3000,prugne spiccagnole,1,1,0,0
4656,puccia salentina,1,0,1,0
4817,punta di vitella,1,0,0,1
4902,punta di vitello,1,0,0,1
1618,puntarelle,7,3,3,1
3267,punte d'asparagi,1,1,0,0
4904,puntine di maiale,1,0,0,1
4095,purea di banane,1,1,0,0
2092,purea di mandorle,1,1,0,0
3847,purea di mele,1,1,0,0
3276,purea di piselli,1,1,0,0
3451,purea di sedano,1,1,0,0
507,purea di tartufo nero,1,1,0,0
4772,purè di castagne,1,0,0,1
3581,purè di marroni,1,1,0,0
2959,purè di pomodoro,1,1,0,0
2985,pâté di foie gras,3,3,0,0
2902,pâté di olive nere,1,1,0,0
2209,pâté di olive verdi,1,1,0,0
1148,quaglie,9,9,0,0
614,quartirolo,3,3,0,0
4261,quartirolo lombardo,2,0,2,0
3711,quartirolo stagionato,1,1,0,0
361,quinoa,23,12,11,0
2797,quinoa bianca,2,2,0,0
2495,quinoa soffiata,2,2,0,0
1392,quinoa tricolore,3,3,0,0
736,rabarbaro,16,12,4,0
4011,radeselo di maiale,1,1,0,0
4622,radiatori,1,0,1,0
2436,radicchi rossi,1,1,0,0
281,radicchietto,1,1,0,0
4035,radicchietto trevigiano,1,1,0,0
593,radicchio,66,14,47,5
1824,radicchio di castelfranco,1,1,0,0
2748,radicchio di chioggia,4,4,0,0
473,radicchio di treviso,13,13,0,0
3023,radicchio di treviso igp,1,1,0,0
1610,radicchio di verona,2,2,0,0
2989,radicchio igp,1,1,0,0
3720,radicchio invernale,1,1,0,0
2018,radicchio lungo,1,1,0,0
451,radicchio rosso,17,17,0,0
3774,radicchio rosso chioggiotto,1,1,0,0
4162,radicchio rosso di chioggia,1,1,0,0
2097,radicchio rosso di treviso,6,6,0,0
2852,radicchio rosso di treviso precoce,1,1,0,0
4208,radicchio rosso di treviso spadone,1,1,0,0
2654,radicchio rosso di verona,1,1,0,0
2109,radicchio rosso lungo,1,1,0,0
2781,radicchio rosso precoce,1,1,0,0
3373,radicchio rosso trevisano,2,2,0,0
2237,radicchio trevigiano,1,1,0,0
2816,radicchio variegato di castelfranco,1,1,0,0
3631,radice di liquirizia,1,1,0,0
3151,radice di rafano,2,2,0,0
403,radice di zenzero,18,18,0,0
1258,radice fresca di zenzero,2,2,0,0
1661,rafano,11,11,0,0
3320,ragusano,1,1,0,0
2527,ragusano stagionato,1,1,0,0
2805,ragù,2,2,0,0
539,ragù tradizionale,1,1,0,0
1879,rana,3,3,0,0
4406,rana pescatrice,9,0,9,0
3762,rane,3,3,0,0
955,rapa,11,11,0,0
4019,rapa bianca,1,1,0,0
825,rape,16,12,1,3
2875,rape bianche,3,3,0,0
3521,rape rosse,4,4,0,0
4109,rape rosse cotte,1,1,0,0
3695,ras hanut,1,1,0,0
4420,raspadura,5,0,5,0
950,ravanelli,50,34,16,0
3222,ravanelli rosa,1,1,0,0
2780,ravanello,1,1,0,0
4097,raviolini,1,1,0,0
3532,razza,2,2,0,0
4789,razze,1,0,0,1
4723,reblochon,2,0,2,0
3202,reggiano,1,1,0,0
2372,reginelle,2,2,0,0
2482,reginette,9,4,5,0
3551,renette,1,1,0,0
3486,rhum,1,1,0,0
1221,ribes,53,17,34,2
3214,ribes bianchi,1,1,0,0
2382,ribes misto,1,1,0,0
3565,ribes rossi,1,1,0,0
386,ribes rosso,29,13,16,0
3543,ricci,1,1,0,0
2388,ricci di mare,6,1,5,0
3745,riccio,1,1,0,0
1741,ricciola,6,1,5,0
19,ricotta,245,193,28,24
3654,ricotta acida,1,1,0,0
2101,ricotta affumicata,7,3,2,2
1689,ricotta affumicata di bufala,4,4,0,0
926,ricotta asciutta,6,6,0,0
1576,ricotta asciutta di capra,1,1,0,0
1722,ricotta cremosa,1,1,0,0
1568,ricotta di bufala,17,2,13,2
406,ricotta di capra,5,3,2,0
4855,ricotta di malga,1,0,0,1
1737,ricotta di mucca,4,4,0,0
992,ricotta di pecora,63,25,32,6
941,ricotta di vacca,4,4,0,0
570,ricotta dura salata,2,2,0,0
391,ricotta fresca,21,20,0,1
1411,ricotta fresca vaccina,1,1,0,0
4624,ricotta mista,1,0,1,0
3925,ricotta mustia,1,1,0,0
1818,ricotta piemontese,2,2,0,0
1111,ricotta romana,17,17,0,0
135,ricotta salata,36,7,24,5
1793,ricotta salata dura,1,1,0,0
4111,ricotta salata secca,1,1,0,0
3718,ricotta secca,1,1,0,0
162,ricotta vaccina,258,33,225,0
2932,ricotta vaccina asciutta,3,3,0,0
3243,ricotta vaccina cremosa,1,1,0,0
2240,ricotta vaccina fresca,1,1,0,0
811,ricotta vaccina setacciata,2,2,0,0
3180,ricottina di capra,1,1,0,0
1112,rigaglie di pollo,7,3,0,4
4214,rigatino,1,1,0,0
408,rigatino toscano,1,1,0,0
455,rigatoni,50,28,21,1
2346,rigatoni integrali,5,5,0,0
1485,rimacinata di semola,1,1,0,0
294,riso,236,189,22,25
306,riso arborio,36,21,14,1
770,riso basmati,42,19,23,0
2720,riso bianco arborio,1,1,0,0
4602,riso bomba,1,0,1,0
4827,riso carnairoli,1,0,0,1
123,riso carnaroli,225,90,134,1
3106,riso carnaroli acquerello,1,1,0,0
3953,riso carnaroli delta,1,1,0,0
3988,riso carnaroli fine,1,1,0,0
3806,riso carnaroli pila vecia,1,1,0,0
2345,riso cotto,4,4,0,0
4542,riso di semola,1,0,1,0
877,riso di tipo baldo,1,1,0,0
4054,riso francese rosso,1,1,0,0
1910,riso giapponese,2,2,0,0
3660,riso integrale,8,2,2,4
977,riso integrale salate,1,1,0,0
3863,riso long & wild,1,1,0,0
3176,riso lungo,1,1,0,0
3730,riso maremmano di serrata,1,1,0,0
4328,riso nero venere,10,0,10,0
1881,riso originario,5,5,0,0
959,riso parboiled,7,7,0,0
3691,riso patna,2,2,0,0
4518,riso pilaf,1,0,1,0
4444,riso ribe,2,0,2,0
1253,riso roma,3,2,1,0
4061,riso rosa marchetti,1,1,0,0
3634,riso rosso,5,1,4,0
4053,riso selvaggio,1,1,0,0
4004,riso semifino,1,1,0,0
1369,riso soffiato,10,5,5,0
3896,riso soffiato al lampone,1,1,0,0
3895,riso soffiato al wasabi,1,1,0,0
3845,riso thai,1,1,0,0
2730,riso tipo carnaroli,3,3,0,0
1976,riso tipo venere,1,1,0,0
1534,riso venere,6,6,0,0
1505,riso vialone,4,3,0,1
1623,riso vialone nano,30,12,17,1
975,risotto,2,2,0,0
1667,risotto ai funghi,1,1,0,0
4467,risotto alla parmigiana,1,0,1,0
2006,risotto allo zafferano,5,2,3,0
1716,roastbeef,2,1,0,1
163,robiola,89,44,45,0
2075,robiola di capra,1,1,0,0
1918,robiola di roccaverano,1,1,0,0
1096,robiola fresca,2,2,0,0
4395,rocoto,1,0,1,0
3773,rognoncini,3,3,0,0
1682,rombo,8,6,2,0
1318,roquefort,17,11,6,0
3630,rosa,1,1,0,0
3286,rose,6,1,5,0
4145,rose secche,1,1,0,0
3842,rosette,1,1,0,0
53,rosmarino,847,334,455,58
3027,rosmarino secco,1,1,0,0
3329,rosolio di cannella,1,1,0,0
4548,rossese di dolceacqua,1,0,1,0
3980,rossetti,2,2,0,0
4578,rotella di liquirizia,2,0,2,0
2905,roveja,1,1,0,0
974,ruchetta,3,3,0,0
210,rucola,128,56,64,8
2170,rughetta,2,2,0,0
342,rum,196,137,44,15
112,rum bianco,18,13,5,0
1990,rum scuro,4,4,0,0
2395,ruote,7,7,0,0
3960,ruta,2,1,0,1
2855,rye whisky,1,1,0,0
3683,sacche di seppia,1,1,0,0
4147,sacchetti da freezer,1,1,0,0
2581,sago,1,1,0,0
248,sago perlato,2,2,0,0
851,sake,6,4,2,0
2402,sakè,4,4,0,0
2607,saké,1,1,0,0
1441,salada,1,1,0,0
179,salame,40,27,11,2
3881,salame napoletano,8,1,7,0
1121,salame napoli,2,2,0,0
3261,salame piccante,6,1,5,0
2505,salame tipo napoli,1,1,0,0
2839,salame tipo ungherese,1,1,0,0
1002,salame toscano,1,1,0,0
2228,salame ungherese,4,4,0,0
3604,salamella,5,1,4,0
4910,salamin de verz,1,0,0,1
3835,salamini salsiccia,1,1,0,0
1648,salamino,5,1,0,4
2624,salamino piccante,2,2,0,0
3416,salamino sotto strutto,1,1,0,0
3256,salatini,1,1,0,0
16,sale,5968,5147,115,706
1723,sale affumicato,10,8,2,0
4072,sale affumicato di danimarca,1,1,0,0
2480,sale alle erbe,1,1,0,0
2984,sale azzurro,1,1,0,0
4361,sale dell'himalaya,2,0,2,0
3487,sale di cervia,2,2,0,0
3460,sale di cipro,1,1,0,0
184,sale di maldon,22,12,10,0
2898,sale di mulinello,1,1,0,0
2998,sale di sicilia,1,1,0,0
2298,sale dolce,1,1,0,0
4010,sale dolce cervia,1,1,0,0
381,sale fino,3447,60,3387,0
3428,sale fiore,3,3,0,0
3115,sale fiore di cervia,3,3,0,0
4256,sale grosso,151,0,151,0
215,sale integrale,9,9,0,0
1246,sale integrale marino,1,1,0,0
1387,sale iodato,11,11,0,0
369,sale maldon,21,21,0,0
2154,sale marino,3,3,0,0
1197,sale marino fino,3,3,0,0
1414,sale marino integrale,4,2,2,0
3831,sale marino naturale,1,1,0,0
1169,sale nero,4,4,0,0
4149,sale nero affumicato,1,1,0,0
2054,sale nero di cipro,2,2,0,0
2743,sale pepe,3,2,0,1
675,sale rosa,7,7,0,0
3092,sale rosso,1,1,0,0
2939,sale rosso hawaii,3,3,0,0
4887,saleorigano,1,0,0,1
731,salicornia,3,3,0,0
67,salmone,65,42,23,0
164,salmone affumicato,115,58,57,0
1165,salmone al naturale,1,1,0,0
1554,salmone norvegese,10,10,0,0
1727,salmone norvegese affumicato,3,3,0,0
2916,salmone selvaggio affumicato,2,2,0,0
2375,salmone sott'olio,3,2,1,0
4125,salnitro,1,1,0,0
1060,salsa,3,2,0,1
2695,salsa al caramello,1,1,0,0
3089,salsa al passion,1,1,0,0
4562,salsa alle noci,1,0,1,0
3855,salsa aurora,2,2,0,0
4747,salsa barbecue,1,0,1,0
4080,salsa chirizu,1,1,0,0
4601,salsa cocktail,3,0,3,0
4841,salsa di noci,2,0,0,2
1755,salsa di pesce,2,2,0,0
2289,salsa di pomidoro,3,3,0,0
4538,salsa di pomodori messicana,1,0,1,0
289,salsa di pomodoro,83,63,0,20
929,salsa di pomodoro datterino,1,1,0,0
1809,salsa di rafano,3,3,0,0
2377,salsa di senape,2,2,0,0
937,salsa di soia,133,57,76,0
1249,salsa di soia dolce,2,2,0,0
2136,salsa guacamole,1,1,0,0
3330,salsa ketchup,7,1,6,0
2187,salsa kimizu,1,1,0,0
3148,salsa nuoc mam,1,1,0,0
1136,salsa piccante,4,3,0,1
2901,salsa pomodoro,1,1,0,0
4750,salsa rossa,1,0,1,0
3712,salsa rubra,3,3,0,0
4311,salsa tabasco®,1,0,1,0
3103,salsa tartufata,1,1,0,0
2137,salsa teriyaki,3,1,2,0
3824,salsa tonnata,1,1,0,0
3597,salsa tonné,1,1,0,0
3846,salsa vellutata,2,2,0,0
4749,salsa verde,1,0,1,0
315,salsa worcester,19,19,0,0
3173,salsa worcestershire,9,1,8,0
1462,salsa worchester,1,1,0,0
3195,salsa worchestershire,1,1,0,0
862,salsicce,21,10,0,11
2915,salsicce al finocchietto,1,1,0,0
3829,salsicce di carne,1,1,0,0
2483,salsicce di prosciutto,1,1,0,0
1521,salsicce piccanti,1,1,0,0
1410,salsiccette,3,3,0,0
2038,salsiccette di carne,2,2,0,0
3918,salsiccette di maiale,1,1,0,0
132,salsiccia,170,60,102,8
4717,salsiccia di bra,1,0,1,0
2397,salsiccia di carne,2,2,0,0
2929,salsiccia di maiale,2,2,0,0
3058,salsiccia di maiale fresca,1,1,0,0
1401,salsiccia fresca,1,1,0,0
3340,salsiccia luganega,3,2,0,1
4804,salsiccia modenese,1,0,0,1
4117,salsiccia napoletana,1,1,0,0
1644,salsiccia piccante,2,1,0,1
3585,salsiccia saporita,1,1,0,0
4197,salsiccia sarda,5,1,0,4
293,salsiccia spellata,2,2,0,0
4852,salsiccia spessa,1,0,0,1
3414,salsicette di carne,1,1,0,0
4102,salsina di pomodoro,1,1,0,0
3899,salty fingers koppert cress,1,1,0,0
4086,salumi,1,1,0,0
310,salvia,483,258,188,37
4174,sambuca,3,1,2,0
4674,sambuco,1,0,1,0
849,sansho,2,2,0,0
936,santoreggia,4,2,2,0
3130,sapa,5,5,0,0
3366,sarago,2,2,0,0
574,sarde,29,18,8,3
3381,sarde crude,1,1,0,0
3924,sarde grossine,1,1,0,0
4475,sarde sotto sale,1,0,1,0
4691,sardella,1,0,1,0
378,sardine,16,12,3,1
4185,sardine sott'olio,3,1,2,0
1264,sassolino,2,2,0,0
2242,sauternes,1,1,0,0
396,savoiardi,78,47,30,1
2518,savoiardi morbidi,1,1,0,0
3628,savoiardi morbidi sardi,1,1,0,0
2142,savoiardi vicenzovo,1,1,0,0
2606,sbollentate di asparagi,1,1,0,0
4293,sbrinz,3,0,3,0
422,scalogni,85,85,0,0
74,scalogno,535,285,240,10
1688,scamone di manzo,4,3,1,0
1238,scamone di podolica,1,1,0,0
2577,scamone di vitello,1,1,0,0
58,scamorza,80,17,63,0
679,scamorza affumicata,58,25,33,0
976,scamorza bianca,11,11,0,0
345,scamorza dolce,1,1,0,0
645,scamorza fresca,1,1,0,0
1114,scamorze,2,2,0,0
2732,scamorzine affumicate,1,1,0,0
2922,scampetti,2,2,0,0
600,scampi,56,28,25,3
2433,scamponi,1,1,0,0
3087,scamponi della sardegna,1,1,0,0
1042,scarola,40,22,17,1
4590,scarola riccia,1,0,1,0
2850,scarole ricce,2,2,0,0
4767,scatola di pelati,1,0,0,1
4297,schiacciate al forno,9,0,9,0
4179,schienale,2,1,0,1
3079,schienali di vitello,2,2,0,0
1217,scialatielli,4,2,2,0
1760,scialatielli al limone,1,1,0,0
1225,sciroppo acero,1,1,0,0
4595,sciroppo alla fragola,3,0,3,0
4896,sciroppo alla frutta,1,0,0,1
4303,sciroppo alla menta,6,0,6,0
3,sciroppo d'acero,20,20,0,0
2561,sciroppo d'agave,1,1,0,0
4250,sciroppo di acero,11,0,11,0
2704,sciroppo di acqua,2,2,0,0
61,sciroppo di agave,2,1,1,0
4423,sciroppo di amarene,2,0,2,0
2885,sciroppo di chinotto,1,1,0,0
1944,sciroppo di ciliegie,1,1,0,0
4495,sciroppo di fiori di sambuco,1,0,1,0
1664,sciroppo di glucosio,12,5,7,0
3689,sciroppo di granatina,3,2,1,0
4172,sciroppo di lampone,1,1,0,0
4241,sciroppo di latte di mandorla,2,0,2,0
3142,sciroppo di menta,7,7,0,0
1360,sciroppo di mirtillo,1,1,0,0
214,sciroppo di riso,1,1,0,0
1468,sciroppo di rose,1,1,0,0
759,sciroppo di zucchero,6,3,3,0
1960,sciroppo di zucchero di canna,1,1,0,0
3525,scones,1,1,0,0
3228,scorfani,4,2,0,2
2324,scorfano,10,5,4,1
4232,scorza d'arancia,169,0,164,5
4779,scorza d'arancia candita,1,0,0,1
4907,scorza di cedro,1,0,0,1
4874,scorza di cedro candita,1,0,0,1
4296,scorza di lime,47,0,47,0
4229,scorza di limone,519,0,509,10
4405,scorza di mandarino,3,0,3,0
4567,scorza di pompelmo,1,0,1,0
4914,scorza limone,1,0,0,1
4393,scorze di fave,2,0,2,0
3059,scorzette,1,1,0,0
1334,scorzette arancia,1,1,0,0
3266,scorzette arancia candita,1,1,0,0
4071,scorzette candite miste,1,1,0,0
799,scorzette d'agrumi candite,1,1,0,0
571,scorzette d'arancia candita,4,3,0,1
3192,scorzette di agrumi candite,1,1,0,0
1374,scorzette di arancia candite,3,3,0,0
2867,scorzette di limone candito,1,1,0,0
3348,scorzonera,5,3,0,2
3990,scottona di manzo,1,1,0,0
709,scremato,1,1,0,0
1495,scrucchiata,1,1,0,0
4219,sedani,1,1,0,0
2717,sedani di verona,2,2,0,0
2122,sedani rigati,4,1,3,0
4251,sedanini rigati,8,0,8,0
128,sedano,750,393,284,73
535,sedano bianco,22,20,2,0
887,sedano di verona,1,1,0,0
1055,sedano rapa,25,13,8,4
3514,sedano sardo,1,1,0,0
332,sedano verde,14,14,0,0
4628,segatura di faggio,1,0,1,0
4091,seirass,1,1,0,0
3073,seitan,7,1,6,0
2463,seitan al naturale,1,1,0,0
2555,seitan alla piastra,1,1,0,0
2200,sel de guerande,2,2,0,0
4754,sella di coniglio,1,0,1,0
1840,seltz,1,1,0,0
448,semi,3,3,0,0
4183,semi d'amaranto,1,1,0,0
3873,semi dei frutti,1,1,0,0
1071,semi di anice,16,8,4,4
1891,semi di cardamomo,2,2,0,0
0,semi di chia,19,14,5,0
1975,semi di coriandolo,11,5,6,0
147,semi di cumino,24,21,3,0
1512,semi di cumino tostati,1,1,0,0
2484,semi di finocchietto,4,4,0,0
2371,semi di finocchietto selvatico,1,1,0,0
465,semi di finocchio,68,33,25,10
3278,semi di finocchio macinati,1,1,0,0
2017,semi di finocchio polverizzati,1,1,0,0
3599,semi di finocchio selvatico,1,1,0,0
1726,semi di girasole,27,16,11,0
2077,semi di girasole tostati,1,1,0,0
4045,semi di kummel,1,1,0,0
753,semi di lino,19,9,10,0
4018,semi di mostarda,1,1,0,0
503,semi di papavero,88,39,45,4
1230,semi di senape,7,6,1,0
2536,semi di senape nera,1,1,0,0
328,semi di sesamo,104,49,54,1
2193,semi di sesamo bianco,2,2,0,0
1772,semi di sesamo misti,1,1,0,0
1135,semi di sesamo nero,25,3,22,0
2047,semi di vaniglia,2,2,0,0
598,semi di zucca,32,13,19,0
2462,semi di zucca tostati,1,1,0,0
265,semi misti,18,15,3,0
2359,semi misti tostati,3,3,0,0
2081,semi oleosi,2,2,0,0
1000,semi vaniglia,3,3,0,0
3183,semi vari,1,1,0,0
3327,semini,1,1,0,0
468,semola,50,9,30,11
1067,semola di grano,2,2,0,0
566,semola di grano duro,28,28,0,0
4244,semola di grano duro rimacinata,58,0,58,0
1815,semola fine,1,1,0,0
1778,semola rimacinata,3,3,0,0
3818,semola russello,1,1,0,0
1808,semola sottile,1,1,0,0
3958,semolato,1,1,0,0
429,semolino,52,34,10,8
3161,semolino di riso,1,1,0,0
4169,semolino fine,1,1,0,0
3656,semolino grezzo,2,2,0,0
492,senape,158,95,58,5
3519,senape al miele,1,1,0,0
565,senape all'antica,2,2,0,0
3025,senape aromatica,2,2,0,0
4203,senape aromatica dolce,1,1,0,0
4600,senape bianca,1,0,1,0
676,senape di digione,28,6,22,0
213,senape di dijon,1,1,0,0
956,senape dolce,22,18,4,0
15,senape dolce aromatica,1,1,0,0
1994,senape forte,5,5,0,0
888,senape francese,7,7,0,0
4346,senape gialla,9,0,9,0
3364,senape granulosa,1,1,0,0
1243,senape nera,1,1,0,0
1812,senape piccante,4,4,0,0
3698,senape semidolce,1,1,0,0
836,senape semipiccante,9,9,0,0
628,seppia,1,1,0,0
322,seppie,38,17,17,4
2640,seppie nostrane,1,1,0,0
1025,seppioline,17,12,5,0
394,sesamo,6,6,0,0
1473,sesamo bianco,3,3,0,0
449,sesamo nero,6,6,0,0
4575,sfilati al pomodoro al forno,4,0,4,0
4425,sfilati con olive al forno,2,0,2,0
2571,sfoglia,3,2,0,1
